ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
NSLP,ACTEWAGL,2018/01/31,2018/05/31 22:00:11,36522.905,34594.052,32873.304,32132.074,31858.114,31681.813,31333.183,31877.165,33360.399,36067.813,40243.134,48625.975,56588.765,57877.714,55157.768,51127.790,48440.053,44571.622,42254.017,39189.077,44988.383,47729.802,44823.248,43830.716,44946.155,42654.417,37488.952,38338.821,40625.326,40697.138,43783.856,50001.942,57472.920,63840.875,69815.458,73188.255,72687.081,71397.734,71100.175,69540.105,67375.378,63591.061,58608.094,53849.924,58408.177,54702.886,47778.719,40008.416,39,Y,6577
NSLP,ACTEWAGL,2018/02/01,2018/05/31 22:00:11,35913.049,33141.081,31816.609,31072.146,30383.347,30030.933,30225.968,30670.703,32351.769,35418.872,38954.233,48640.108,57759.392,59019.287,56301.794,51323.340,46532.447,42867.098,41197.582,39784.556,43826.936,41643.239,41470.857,42739.630,43596.210,41599.584,40795.208,40580.473,41458.577,42857.231,43803.706,47544.058,53124.608,59174.596,64213.208,68538.197,69719.917,69070.217,69758.258,68997.738,66812.668,63179.817,57903.508,52913.708,57364.510,53562.403,47274.173,39789.948,40,Y,6577
NSLP,ACTEWAGL,2018/02/02,2018/05/31 22:00:11,35244.722,32824.770,31313.004,30567.583,30135.389,30056.766,30218.217,30529.864,32383.252,35329.891,38576.728,47300.725,56443.038,58244.058,56336.562,52439.040,48548.609,44536.270,43532.710,41482.755,45113.589,44191.774,40970.195,40079.653,40785.196,38880.204,38926.498,40824.332,43001.320,45418.339,46701.724,51786.974,57233.182,61778.707,65480.459,66958.910,67032.451,65920.383,66019.483,64989.106,62869.162,59006.525,55820.967,52703.981,57938.349,54173.017,47669.255,40450.044,41,Y,6577
NSLP,ACTEWAGL,2018/02/03,2018/05/31 22:00:11,36038.390,33649.674,32089.330,31257.469,30762.406,29961.102,29850.677,29956.397,30719.313,31752.915,31009.297,34956.317,41149.470,44401.804,47047.323,48809.615,50850.341,50334.466,49733.205,50316.840,54740.193,54136.139,49830.114,46914.467,49120.262,48732.356,46769.042,47425.850,48211.714,49029.662,50096.693,53606.500,54517.081,59468.453,64276.430,67933.589,68465.932,66608.911,65632.318,64465.418,62688.646,59237.510,56311.315,52880.511,58638.211,54809.242,48710.067,41497.725,42,Y,6577
NSLP,ACTEWAGL,2018/02/04,2018/06/28 22:02:47,36567.190,34277.537,32632.443,31534.675,30900.431,30308.406,30057.153,29982.421,30064.091,30738.812,30787.584,32314.725,37809.658,40947.741,44147.339,46617.305,47483.955,46717.978,47208.836,45505.726,49202.339,48190.202,45251.241,44422.472,44943.108,44297.553,45365.661,46665.763,49468.764,52474.551,56227.936,61527.931,69727.957,77686.100,84280.363,87473.680,86029.982,82588.205,79395.491,78093.761,74394.140,68340.556,62362.782,56603.077,59806.612,55923.328,49260.130,41348.705,36,Y,6628
NSLP,ACTEWAGL,2018/02/05,2018/06/28 22:02:47,37156.171,34358.881,33004.217,31852.087,31164.604,30683.269,30523.091,31025.699,32608.635,35537.281,39869.926,49057.166,59573.616,60992.438,56778.579,50446.879,46240.299,43226.227,42621.266,41700.722,45811.851,45298.819,42582.259,43114.635,44465.663,46622.116,51448.410,54982.661,57343.515,61876.792,60524.536,68083.504,76645.176,87011.085,94201.058,95990.818,93559.693,89292.136,86457.547,82785.647,78859.229,72161.242,65043.578,58195.267,61352.778,56472.432,49510.313,42000.054,37,Y,6628
NSLP,ACTEWAGL,2018/02/06,2018/06/28 22:02:47,37272.557,35113.473,33745.678,32734.199,32190.274,31718.337,31598.222,31780.872,33430.166,36295.520,41633.168,51022.825,63509.906,66288.319,63029.597,55868.527,51091.569,49253.540,48703.308,48737.357,53992.873,48926.027,45562.767,43728.773,42807.313,41249.878,43134.986,43564.798,50346.118,53010.818,55473.585,59868.614,64994.057,71146.408,76020.926,77257.803,75545.540,74361.750,74077.922,73066.331,70612.730,66119.541,60604.778,54726.060,58730.387,54851.865,48497.701,40689.519,38,Y,6628
NSLP,ACTEWAGL,2018/02/07,2018/06/28 22:02:47,36576.376,34053.659,32571.393,31995.861,31406.118,31169.339,30972.978,31226.557,33407.258,35996.448,41492.667,50793.942,62149.865,64528.435,58903.857,50399.508,46438.701,44517.438,47161.910,45444.772,46061.502,44535.343,42614.516,43381.469,46788.856,46122.520,49527.620,51493.736,55336.370,64306.494,72704.196,82220.032,91822.888,102063.245,110290.634,113730.409,112354.714,107323.058,103000.636,98048.187,92174.243,84948.197,76538.083,68017.786,69180.886,63192.781,54948.281,47213.345,39,Y,6628
NSLP,ACTEWAGL,2018/02/08,2018/06/28 22:02:47,42088.575,39161.145,37638.273,36261.873,35414.622,34762.906,34560.272,34525.648,35888.739,38707.695,42874.259,51418.467,61787.140,62524.315,58888.618,53157.697,49460.191,48972.439,49636.103,49694.243,55515.445,56351.791,56760.854,60599.417,66795.976,72601.893,74513.583,76252.841,81912.717,90996.674,98539.603,107043.717,116383.532,124922.439,132557.277,134541.154,132941.287,128301.672,123248.049,116742.502,110177.369,101145.284,90536.052,80873.190,80852.096,73932.416,64907.936,56343.517,40,Y,6628
NSLP,ACTEWAGL,2018/02/09,2018/06/28 22:02:47,51253.388,48146.829,45940.018,44590.282,43387.704,42571.707,41853.250,41235.665,42120.350,44596.081,49076.664,55725.178,66276.843,69145.654,67562.411,60529.220,59492.695,56963.169,60282.114,59754.911,68604.600,71203.929,74630.685,77489.926,81628.025,85968.414,95138.666,96936.799,97739.426,100912.093,97871.315,96448.036,100833.618,103420.144,103752.517,102844.046,100024.225,96772.299,93548.262,89567.046,85404.575,79809.590,73474.766,67420.156,70680.625,64332.365,56259.211,48072.086,41,Y,6628
NSLP,ACTEWAGL,2018/02/10,2018/06/28 22:02:47,43430.047,40720.494,38657.322,37414.751,36459.863,35712.702,35116.237,34799.568,35221.075,35469.838,35953.610,37256.877,44590.284,48323.717,51461.946,53327.579,54915.446,55314.007,56539.449,57303.201,63838.350,65923.525,67819.339,71003.710,75922.063,80681.262,85255.751,94492.207,105803.480,106050.272,104963.869,106595.753,107763.419,107714.030,107691.446,107134.231,104743.010,103660.116,101824.571,91117.290,84058.982,78726.484,74060.295,68299.004,71592.337,66623.038,58738.300,50651.884,42,Y,6628
NSLP,ACTEWAGL,2018/02/11,2018/06/28 22:02:47,45675.108,42748.584,40364.119,38978.798,37925.081,37067.921,36229.694,35740.834,35659.514,36138.869,35654.959,36355.377,42835.641,45996.923,49857.818,52770.976,54590.784,56180.295,58768.023,59362.545,65131.628,65605.115,65622.616,67179.299,70237.585,71979.407,75736.633,79958.958,84987.532,90560.920,95912.087,102415.427,110455.394,117572.315,122419.648,123198.476,117831.635,108577.487,99600.181,93897.480,87593.632,78930.100,70554.366,63054.798,65170.993,60552.862,53126.927,44793.926,36,Y,6628
NSLP,ACTEWAGL,2018/02/12,2018/06/28 22:02:47,40464.002,37722.515,35835.229,35293.438,34545.188,33896.350,34041.812,33741.975,35391.045,37805.322,43723.509,50700.548,62542.425,63806.194,59712.932,52930.498,48644.687,45264.872,45065.155,43597.358,47775.946,46145.405,44123.020,43795.927,45410.373,45800.852,46783.563,48687.744,52323.715,60298.234,67819.088,72853.030,81433.067,87148.002,91815.648,92589.539,89151.533,85729.209,83290.974,80882.050,76019.617,70125.009,64221.021,57371.128,60807.161,56606.818,49616.304,41908.548,37,Y,6628
